word|transliteration|meaning|sentences
雄|おす|male (animal)|うちの猫は雄です。<br><br>あなたの犬は雌ですか、雄ですか。
雌|めす|"""<span style=""""color: rgb(255, 0, 255);"""">female </span><span style=""""color: rgb(142, 142, 147);"""">(animal)</span>"""|この猫は雌です。<br><br>あなたの犬は雌ですか、雄ですか。
和風|わふう|"""Japanese style, <font color=""""#8e8e93"""">Japanese-inspired&nbsp;</font>"""|夕食に和風パスタを作ったよ。<br><br>私は和風の家に住みたいです。
いびき|いびき|"""<span style=""""color: rgb(255, 0, 255);"""">snoring</span>"""|父のいびきは大きいんだ。<br><br>自分のいびきで目が覚めました。
ピクニック|ぴくにっく|picnic|今日はピクニックに行きましょう。<br><br>サンドイッチを作って、公園でピクニックをしました。
地域|ちいき|"""<span style=""""color: rgb(255, 170, 0);"""">area, region</span>"""|この地域は雨が多い。<br><br>その地域は今、危険だ。
勘違い|かんちがい|"""<span style=""""color: rgb(255, 85, 0);"""">misunderstanding,&nbsp;misconception,</span> <span style=""""color: rgb(102, 102, 102);"""">wrong idea or assumption</span>"""|待ち合わせは2時だと勘違いしていました。<br><br>あなたは何か勘違いしています。
重要|じゅうよう|"""<span style=""""color: rgb(255, 170, 0);"""">important, essential&nbsp;</span><span style=""""color: rgb(102, 102, 102);"""">(な adj)</span>"""|これは重要な書類です。<br><br>これは非常に重要です。
主人|しゅじん|"""my husband, master<span style=""""color: rgb(102, 102, 102);""""> (of house or pet), one's husband</span>"""|主人は今、留守です。<br><br>主人はもう出掛けました。
お宅|おたく|"""(someone else's) home / house&nbsp;<font color=""""#8e8e93"""">(formal)</font>"""|先生のお宅はどちらですか。<br><br>今日は社長のお宅にお邪魔しました。
ハイキング|はいきんぐ|hiking|昨日は友人とハイキングに行きました。<br><br>夏に山でハイキングをしました。
畑|はたけ|"""field <font color=""""#8e8e93"""">(for crops), farm (of crop fields)</font>"""|母は畑仕事が好きだ。<br><br>祖父は天気のいい日は一日中、畑にいます。
ボーイフレンド|ぼーいふれんど|"""<font color=""""#007aff"""">boyfriend</font>"""|私のボーイフレンドはハンサムでした。<br><br>あの男の人はあなたのボーイフレンドですか。
イヤリング|いやりんぐ|earrings|彼女はすてきなイヤリングをしている。<br><br>妻の誕生日に銀のイヤリングを買いました。
ガールフレンド|がーるふれんど|girlfriend|昔は彼女のことをガールフレンドと言っていました。<br><br>あなたのガールフレンドは可愛いですね。
柔らか|やわらか|"""<font color=""""#ff9500"""">soft, gentle,</font> <font color=""""#8e8e93"""">tender (な adj)</font>"""|彼の声は柔らかだ。<br><br>窓から柔らかな風が入ってきます。
納豆|なっとう|"""<font color=""""#ff9500"""">fermented soybeans</font>"""|私は納豆をよく食べます。<br><br>納豆は臭い。
別に|べつに|"""not really,<font color=""""#8e8e93""""> not particularly, nothing special&nbsp;</font>"""|私は別に気になりません。<br><br>その映画は別に見たいと思いません。
どうしても|どうしても|"""by any means, no matter what <font color=""""#8e8e93"""">/ how</font>"""|どうしてもその訳を知りたい。<br><br>私はどうしてもイギリスに行きたいんです。
父親|ちちおや|"""father, <span style=""""color: rgb(102, 102, 102);"""">male parent</span>"""|彼の父親は先生です。<br><br>父親が子供とキャッチボールをしている。
誘う|さそう|"""<span style=""""color: rgb(255, 0, 255);"""">to invite, ask out</span> <font color=""""#8e8e93"""">(on a romantic date)</font><br><font color=""""#666666"""">(direct object)</font>"""|彼女をデートに誘った。<br><br>彼も晩ご飯に誘いましょうよ。
母親|ははおや|"""mother, <span style=""""color: rgb(102, 102, 102);"""">female parent</span>"""|彼女は2才の子の母親です。<br><br>少女は母親の手を握った。
昼前|ひるまえ|before noon, late morning|昼前に会議があった。<br><br>今日は昼前に一度家に帰ります。
ふらふら|ふらふら|"""<span style=""""color: rgb(255, 85, 0);"""">dizzy,</span> <span style=""""color: rgb(102, 102, 102);"""">lightheaded, unsteady,&nbsp;aimless</span>"""|私は疲れてふらふらです。<br><br>朝から頭がふらふらします。
こぼす|こぼす|"""<font color=""""#ff9500"""">to spill,</font> <font color=""""#8e8e93"""">complain</font><div><font color=""""#8e8e93"""">(direct object)</font></div>"""|ソファにワインをこぼした。<br><br>教科書にコーヒーをこぼしてしまいました。
持ってくる|もってくる|to bring|そのいすを持ってきてください。<br><br>今日は弁当を持ってきました。
振り向く|ふりむく|"""to turn around, look back <font color=""""#8e8e93""""><span style=""""caret-color: rgb(142, 142, 147);"""">(no direct object)</span></font>"""|彼女は振り向いて俺に微笑んだんだ。<br><br>その男の子は名前を呼ばれて振り向きました。
洗面所|せんめんじょ|"""<font color=""""#007aff"""">washroom, sink area</font>"""|洗面所で顔を洗った。<br><br>歯磨きはキッチンではなく洗面所でしてください。
外側|そとがわ|"""exterior <span style=""""color: rgb(102, 102, 102);"""">(of something)</span>, outside <span style=""""color: rgb(102, 102, 102);"""">(of something)</span>"""|白線の外側を歩かないでください。<br><br>窓の外側は私が拭きます。
段々|だんだん|"""gradually, <font color=""""#8e8e93"""">little by little</font>"""|段々仕事が楽しくなってきました。<br><br>日本の生活に段々慣れてきました。
包む|つつむ|"""to wrap, pack, <font color=""""#8e8e93"""">close (direct object)</font>"""|プレゼントをきれいな紙で包みました。<br><br>お皿を新聞紙で包んでください。
無くなる|なくなる|"""to go missing, <span style=""""color: rgb(102, 102, 102);"""">be lost,</span> run out&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|もうお金が無くなりました。<br><br>トイレットペーパーが無くなりました。
豚|ぶた|"""<span style=""""color: rgb(255, 85, 127);"""">pig</span>"""|豚はすごく鼻がいい。<br><br>豚の鼻はおもしろいですね。
褒める|ほめる|"""<span style=""""color: rgb(255, 170, 0);"""">to praise, compliment&nbsp;</span><span style=""""color: rgb(102, 102, 102);"""">(direct object)</span>"""|頑張ったので褒められました。<br><br>子供は褒めて育てましょう。
沸かす|わかす|"""to boil <font color=""""#8e8e93"""">(water), stir up excitement</font><div><font color=""""#8e8e93""""><span style=""""caret-color: rgb(142, 142, 147);"""">(direct object)</span></font></div>"""|お湯を沸かしてください。<br><br>やかんでお湯を沸かしました。
暖める|あたためる|"""to warm (something) up, <font color=""""#8e8e93"""">heat (something) up</font><div><font color=""""#8e8e93"""">(direct object)</font></div>"""|今、車を暖めています。<br><br>もう少し部屋を暖めてください。
換える|かえる|"""to exchange, replace, convert&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(direct object)</span>"""|車のタイヤを換えた。<br><br>姉は古い服をお金に換えました。
安っぽい|やすっぽい|"""<span style=""""color: rgb(190, 90, 128);"""">cheap-looking, tacky</span>"""|そのシャツは安っぽいね。<br><br>あの人はいつも安っぽい服を着ている。
ぎらぎら|ぎらぎら|"""<span style=""""color: rgb(255, 170, 0);"""">blinding, dazzling,</span> <span style=""""color: rgb(102, 102, 102);"""">glaring</span>"""|太陽がぎらぎらしている。<br><br>あの人は目がぎらぎらしていて怖い。
何とか|なんとか|somehow, in some way|何とかお願いします。<br><br>何とか会議に間に合いました。
いよいよ|いよいよ|"""finally,&nbsp;<span style=""""color: rgb(102, 102, 102);"""">at last,&nbsp;</span>(at) any moment"""|明日はいよいよ出発の日です。<br><br>いよいよ夏休みが始まります。<br><br>いよいよ始まります！
がらがら|がらがら|"""<span style=""""color: rgb(85, 170, 0);"""">not crowded, empty,</span><span style=""""color: rgb(102, 102, 102);""""> deserted</span>"""|映画館はがらがらでした。<br><br>そのデパートはいつもがらがらです。
缶詰|かんづめ|"""<span style=""""color: rgb(255, 170, 0);"""">canned food</span>"""|缶詰のフルーツはとても甘い。<br><br>ケーキに缶詰のパイナップルを使いました。
怪我|けが|wound, injury|彼女は腕を怪我した。<br><br>彼は事故で怪我をしました。
寒さ|さむさ|coldness, cold|今日は厳しい寒さになるでしょう。<br><br>明日は12月の寒さになります。
祝日|しゅくじつ|holiday|五月三日は祝日だ。<br><br>8月11日は「山の日」という祝日です。
すき焼き|すきやき|sukiyaki|昨日の夜はすき焼きを食べた。<br><br>すき焼きにはしょうゆと砂糖を使います。
葉書|はがき|postcard|家族に葉書を書いています。<br><br>祖母に葉書を出しました。
掃く|はく|sweep|床をほうきで掃きました。<br><br>家の前を掃いてください。
何しろ|なにしろ|anyhow, as you may know|彼は何しろよくしゃべります。<br><br>妻は何しろ食べるのが遅い。
どんどん|どんどん|quickly, rapidly|彼は山道をどんどん進んでいったの。<br><br>色々な問題がどんどん出てきますね。
ぺこぺこ|ぺこぺこ|hungry, starving|私はおなかがぺこぺこです。<br><br>おなかがぺこぺこで動けません。
ぺらぺら|ぺらぺら|fluently, in a chatty way|彼女はドイツ語がぺらぺらです。<br><br>私は日本語がぺらぺらになりたいです。
レインコート|れいんこーと|raincoat|雨なのでレインコートを着ました。<br><br>雨の日はレインコートを着て自転車に乗ります。
アイス|あいす|ice cream (for short)|暑いのでアイスを食べました。<br><br>私はチョコレートアイスを頼みました。
塩辛い|しおからい|salty|海の水は塩辛い。<br><br>ここの料理は少し塩辛いですね。
セロテープ|せろてーぷ|scotch tape|セロテープはありますか。<br><br>このセロテープはすぐに取れます。
大幅|おおはば|drastically, substantially|計画を大幅に変更した。<br><br>野菜の値段が大幅に上がりました。
教育|きょういく|education|彼は海外で教育を受けました。<br><br>うちには子供の教育に使えるお金があまりありません。
工事|こうじ|construction, repairing|工事の音がうるさい。<br><br>工事は3月まで続きます。
担当|たんとう|being in charge (of official duties)|私はセールスを担当しています。<br><br>家では料理は私の担当です。
法律|ほうりつ|law|新しい法律ができた。<br><br>兄は法律事務所で働いています。
丸|まる|circle, round|紙に大きな丸を描きました。<br><br>正しい答えに丸をつけてください。
発表|はっぴょう|announcement|合格者が発表された。<br><br>重大な発表があります。
研究|けんきゅう|research, study|彼は何年も地震の研究をしている。<br><br>彼はロボットの研究をしています。
一方|いっぽう|one way, the other party|ここは一方通行です。<br><br>一方の意見だけ聞いて判断しないでください。
国内|こくない|domestic, internal|この携帯電話が使えるのは国内だけです。<br><br>今年は国内旅行しかしませんでした。
全体|ぜんたい|whole, total|全体の80パーセントが完成しました。<br><br>それについて、クラス全体で話し合いました。
後|のち|after, afterward (formal)|後に彼は総理大臣になりました。<br><br>明日は曇り後雨でしょう。
人間|にんげん|human being|人間の心は複雑です。<br><br>人間は自然には勝てません。
刺身|さしみ|sliced raw fish or meat|私は刺身は食べません。<br><br>母が色々な魚を刺身にしました。
ばら|ばら|rose|お祝いにばらの花束を贈りました。<br><br>彼女の誕生日に真っ赤なばらと指輪をあげました。
ねずみ|ねずみ|rat, mouse|台所にねずみが出た。<br><br>地下鉄のホームで大きなねずみを見ました。
以下|いか|below|数学が平均点以下だった。<br><br>日本では19歳以下の人はお酒を飲めません。
昔|むかし|old times, the old days|昔のことを思い出したの。<br><br>彼は昔は貧乏だった。
訳|わけ|reason, sense|そんな訳で、私は仕事を辞めました。<br><br>どうしてもその訳を知りたい。
違い|ちがい|difference, mistake|この二つには大きな違いがある。<br><br>イントネーションの違いに気を付けて。
しっかり|しっかり|mature, responsible|彼は若いのにしっかりしてるね。<br><br>お兄さんなんだから、もっとしっかりしなさい。
将来|しょうらい|future, in the future|将来はパイロットになりたいです。<br><br>私は子供の将来が心配です。
不思議|ふしぎ|mystery, wonder|それはとても不思議な話だね。<br><br>ドアが自然に開いたなんて不思議ですね。
決して|けっして|never, by no means|このことを決して忘れないでください。<br><br>ご親切は決して忘れません。
失敗|しっぱい|failure, mistake|一度の失敗であきらめてはいけないよ。<br><br>失敗は成功の母。
番|ばん|one's turn, watch|今日は私が皿を洗う番ですね。<br><br>次はあなたの番ですよ。
出会う|であう|meet, encounter|アメリカで彼女と出会いました。<br><br>町なかで彼女に出会ったよ。
悩む|なやむ|be troubled, suffer|彼は受験のことで悩んでいます。<br><br>今度の夏休み、どこに行くか悩むなあ。
汗|あせ|sweat|彼は額に汗をかいていたの。<br><br>その選手はタオルで汗を拭きました。
すっかり|すっかり|all, completely|買い物をすっかり忘れていた。<br><br>風邪はすっかり良くなりました。
代わり|かわり|substitution, alternative|ごま油の代わりにオリーブ油を使いましょう。<br><br>誰も母親の代わりはできません。
一言|ひとこと|single word, brief speech|社長に一言お願いしたの。<br><br>最後に一言言わせてください。
豊か|ゆたか|rich, ample|彼は心が豊かな人です。<br><br>日本は本当に豊かな国なのでしょうか。
接続|せつぞく|connection, joining|コンピューターをネットワークに接続しました。<br><br>地下鉄のWi-Fiは接続が悪いです。
抱える|かかえる|hold in one's arms|彼は大きな荷物を抱えているわ。<br><br>この国は今、大きな問題を抱えています。
エンジン|えんじん|engine|車のエンジンが調子悪い。<br><br>その飛行機はエンジンから火が出ていました。
少女|しょうじょ|young girl|それは少女向けの雑誌です。<br><br>少女は母親の手を握った。
無駄|むだ|pointless, waste|それは時間の無駄です。<br><br>食べ物を無駄にしないでください。
自動|じどう|automatic operation|このドアは自動よ。<br><br>早く自動運転の車が欲しいです。
先輩|せんぱい|senior, superior|日本人は先輩、後輩の関係をとても大切に考えます。<br><br>妻は会社で私の先輩でした。
眺める|ながめる|look out, gaze|猫が窓から外を眺めているよ。<br><br>彼はしばらく海を眺めていました。
書類|しょるい|documents, papers|書類を10枚コピー しました。<br><br>これは重要な書類です。
年月|ねんげつ|years, period of time|そのお寺は長い年月をかけて建てられた。<br><br>昔の写真を見ると年月を感じます。
燃やす|もやす|burn (something)|古い手紙を燃やしたんだ。<br><br>母は庭でごみを燃やしました。
線路|せんろ|railway track, line|子猫が線路に迷い込んだぞ。<br><br>線路には絶対に入らないでください。
水着|みずぎ|bathing suit, swimsuit|水着に着替えました。<br><br>妻はハワイに行く前に新しい水着を買いました。
可愛らしい|かわいらしい|lovely, charming|彼女は娘に可愛らしい服を作りましたね。<br><br>娘さんは可愛らしい顔をしていますね。
仲良し|なかよし|good friend|あの3人組は仲良しですね。<br><br>娘は仲良しグループの子としか話しません。
梅干し|うめぼし|pickled plum|うちでは、朝食には必ず梅干しが出ます。<br><br>朝ご飯は梅干しとご飯だけでいいです。
ドレス|どれす|formal dress|彼女は紫のドレスを着ていた。<br><br>彼女は黒いドレスを着ています。
尽くす|つくす|make utmost efforts, devote to|彼女は夫に尽くしている。<br><br>私はベストを尽くしました。
地球|ちきゅう|the earth|地球は丸い。<br><br>月は地球のまわりを回っています。
不親切|ふしんせつ|unkind, inconsiderate|その店員は不親切だった。<br><br>あの医者はいつも不親切だ。
からから|からから|very thirsty, very dry|おしゃべりして喉がからからになりました。<br><br>喉が渇いてからからです。
本箱|ほんばこ|bookcase|雑誌を本箱に入れました。<br><br>読んだ本は本箱に仕舞ってください。
横書き|よこがき|horizontal writing|この本は横書きです。<br><br>明日、横書きのノートが3冊必要です。
そば屋|そばや|buckwheat noodle shop|昼はそば屋に行きました。<br><br>私はあのそば屋の天ぷらそばが大好きです。
加工|かこう|processing, editing (a photo, etc.)|この工場では魚を加工している。<br><br>このアプリで写真を加工できます。
実験|じっけん|experiment|科学の授業で実験をした。<br><br>ついに実験が成功した。
愛する|あいする|love, care for|私は家族を愛しています。<br><br>私はあの人を愛していません。
あんまり|あんまり|(not) that much, (not) so much|これはあんまり好きじゃないな。<br><br>このドラマはあんまり面白くない。
いきなり|いきなり|all of a sudden, abruptly|後ろからいきなり肩をたたかれた。<br><br>知らない人からいきなりメールが来て驚きました。
表|おもて|front, outside|表に人が来ています。<br><br>表に救急車が止まっています。
汚れ|よごれ|dirt, blot|靴の汚れを落としました。<br><br>この汚れはなかなか落ちません。
間|あいだ|interval, space between things|雲の間から月が出た。<br><br>その犬は木と木の間に隠れていました。
紫|むらさき|purple|彼女は紫のドレスを着ていた。<br><br>私は紫の車が欲しいが、妻が反対している。
灰色|はいいろ|ash color, gray|今日の空は灰色だ。<br><br>今日は灰色のスーツを選びました。
血|ち|blood (colloquial)|血が出ていますよ。<br><br>彼は血を見て驚いた。
顎|あご|jaw, chin|顎が痛い。<br><br>顎にごはんが付いていますよ。
始めに|はじめに|in the beginning|始めにスープが出ます。<br><br>始めに会長が挨拶した。
暖まる|あたたまる|get warm (air, atmosphere, etc.)|まだ部屋が暖まらない。<br><br>早くお風呂に入って暖まりたい。
お世辞|おせじ|compliment, flattery|彼はお世辞を言うのが上手い。<br><br>うちの子はお世辞にも絵が上手いとは言えません。
袋|ふくろ|bag, sack|袋は要りません。<br><br>お菓子を入れる袋を持ってきてください。
長袖|ながそで|long sleeves|今日は寒いので長袖を着ました。<br><br>山に行くなら夏でも長袖が必要です。
半袖|はんそで|short sleeves|今日は、半袖のシャツを着よう。<br><br>半袖で寒くないんですか。
形|かたち|shape, form|その椅子は変わった形をしている。<br><br>娘が色々な形のクッキーを焼いた。
景色|けしき|natural scenery or landscape|ここは景色が綺麗ですね。<br><br>素晴らしい景色ですね。
ざあざあ|ざあざあ|pouring|雨がざあざあ降っている。<br><br>今日はざあざあ降りになりました。
再来月|さらいげつ|the month after next|再来月まで予約でいっぱいです。<br><br>再来月、また病院に行かないといけません。
泊める|とめる|let (someone) stay over|友達をうちに泊めてあげました。<br><br>一晩泊めてください。
叱る|しかる|scold, reprimand|父親が子供を叱っている。<br><br>今日も先生に叱られました。
騒ぐ|さわぐ|make a noise, make a racket|電車の中で騒がないでください。<br><br>電車で子供が騒いでいた。
車道|しゃどう|road, roadway (for cars)|車道の工事が始まりました。<br><br>自転車で車道を走るのは怖いです。
掃除機|そうじき|vacuum cleaner|掃除機が壊れた。<br><br>母は毎日掃除機をかけます。
剃る|そる|shave|父は毎日髭を剃ります。<br><br>床屋で顔を剃ってもらいました。
貼る|はる|stick, paste, put|机にシールを貼った。<br><br>ここに切手を貼ってください。
台|だい|stand, table|そこにちょうど良い台がある。<br><br>台を使わないといちばん上の棚に届きません。
主に|おもに|mostly, predominantly|この商品は主に女性に人気がありまして。<br><br>私は主に子供に英語を教えています。
倒す|たおす|knock down, overthrow|そのスキーヤーはポールを倒した。<br><br>そのボクサーはついに世界チャンピオンを倒しました。
星|ほし|star, planet|今夜は星がよく見えます。<br><br>星がきらきら光っている。
長女|ちょうじょ|eldest daughter|うちの長女は10歳です。<br><br>彼女は3人兄弟の長女です。
爪|つめ|nail, claw|爪が伸びています。<br><br>泳ぐ前に爪を切ってください。
缶|かん|can, tin|コーヒーはその缶に入っています。<br><br>缶にあめが入っています。
とんとん|とんとん|tapping, patting|母の肩をとんとんたたいた。<br><br>誰かがとんとんとドアを叩きました。
袖|そで|sleeve|このシャツは袖が短い。<br><br>袖が長いので短くしてもらえますか。
濡れる|ぬれる|get wet|雨で濡れてしまった。<br><br>まだ髪が濡れていますよ。
パーセント|ぱーせんと|percent|この村の80パーセントは老人です。<br><br>全体の80パーセントが完成しました。
上がる|あがる|go up, increase (in quality or quantity)|毎年給料が上がる。<br><br>成績が上がりました。
拍手|はくしゅ|applause, clapping|大きな拍手が上がった。<br><br>今日のゲストを拍手で迎えてください。
弾く|ひく|play (instruments)|彼はギターを弾きます。<br><br>娘はピアノを弾くのが大好きです。
ひも|ひも|laces, string|靴のひもが切れた。<br><br>うちの猫はひもで遊ぶのが好きです。
昼過ぎ|ひるすぎ|early afternoon|今日は昼過ぎまで寝ていた。<br><br>彼は昼過ぎに来ます。
船|ふね|ship, vessel|私たちは船に乗った。<br><br>遠くに船が見えます。
まく|まく|scatter, sprinkle|日本では、二月に豆をまく行事がある。<br><br>暑いので家の前の道に水をまきました。
姪|めい|niece|私の姪は3才です。<br><br>姪にクリスマスプレゼントを買いました。
個人|こじん|individual person|これは私個人の意見です。<br><br>この問題は個人の力ではどうにもなりません。
歌手|かしゅ|singer|その歌手は歌が下手だ。<br><br>彼は有名な歌手です。
社員|しゃいん|staff member, employee|彼は優秀な社員です。<br><br>社長が社員を集めて大切な話をしました。
不動産屋|ふどうさんや|real estate agent|私の父は不動産屋です。<br><br>私は不動産屋に頼んでアパートを見つけてもらいました。
最大|さいだい|biggest, largest|これは世界最大の船です。<br><br>これは日本最大の博物館です。
動き|うごき|movement, motion|まず相手の動きを見ましょう。<br><br>雲の動きを見てみましょう。
事件|じけん|affair, incident|その事件の犯人はまだ捕まっていない。<br><br>彼はその事件に関係がない。
過去|かこ|the past|それは過去の話だ。<br><br>過去の研究についても調べてください。
協力|きょうりょく|cooperation, collaboration|このプロジェクトにはみんなの協力が必要です。<br><br>皆様のご協力、ありがとうございました。
時期|じき|time, season|今はあなたにとって大事な時期です。<br><br>一年のこの時期は雨が多いです。
経つ|たつ|pass, elapse|あれから14年が経ちました。<br><br>時の経つのは早い。
雷|かみなり|thunder, lightning|雷が鳴っています。<br><br>うちの犬は雷が怖い。
責任|せきにん|responsibility|彼は失敗の責任を取って、会社を辞めた。<br><br>私は、もっと責任のある仕事がしたいです。
願う|ねがう|wish, desire|彼が元気になるよう願っています。<br><br>あなたのプロジェクトの成功を願っています。
発見|はっけん|discovery, revelation|新しい星が発見された。<br><br>アイスがビールに合うのは発見だった。
気|き|spirit, temperament|彼は意外に気が小さい。<br><br>父はお酒を飲むと気が大きくなります。
美容院|びよういん|hair salon|父は美容院で髪を切ります。<br><br>息子は最近、床屋ではなく美容院に行く。
状況|じょうきょう|situation, surrounding conditions|この状況では出発は難しいです。<br><br>うちの会社は厳しい状況にあります。
目的|もくてき|objective, purpose|彼が来た目的が分かりません。<br><br>旅行の目的は何ですか。
企業|きぎょう|corporation, business|彼女はアメリカの企業で働いています。<br><br>その会社はブラック企業で、休みがほとんどありません。
釣り|つり|fishing|父は釣りが大好きです。<br><br>今日は海に釣りに行きます。
漫画|まんが|comics, cartoon|妹は漫画が好きです。<br><br>娘は少女漫画ばかり読んでいる。
温泉|おんせん|hot spring|ここの温泉はよく効くそうです。<br><br>この温泉はただです。
トレーニング|とれーにんぐ|training, workout|彼は毎日トレーニングをする。<br><br>彼はサッカー選手になるためにトレーニングしています。
噂|うわさ|gossip, rumor|その噂は本当ですか。<br><br>その噂はすぐに広まったよ。
本物|ほんもの|real, truly worthy (things, people)|これは本物のダイヤモンドです。<br><br>彼女の能力は本物だ。
アイデア|あいであ|idea (loan word)|彼がいいアイデアを出したね。<br><br>そのアイデアは彼の提案です。
地下|ちか|underground, basement|スタジオは地下にあります。<br><br>私の家は地下にも部屋があります。
マーケット|まーけっと|market|あの会社は海外マーケットに強いです。<br><br>国内マーケットにもチャンスはあります。
スケジュール|すけじゅーる|schedule (loan word)|スケジュールの調整は君に任せるわ。<br><br>今、スケジュールの調整をしています。
出張|しゅっちょう|business trip|部長は京都に出張中です。<br><br>来月、オーストラリアに出張に行きます。
コック|こっく|cook, chef|彼は腕のいいコックです。<br><br>あのレストランはコックを探しています。
正午|しょうご|noon|昼休みは正午からです。<br><br>正午のニュースをお伝えします。
ブラシ|ぶらし|brush|犬の毛をブラシでとかしてやったの。<br><br>このブラシでコートの汚れを落とせます。
書き取る|かきとる|write down, note down|話のポイントを書き取った。<br><br>これから言う文章を書き取ってください。
歓迎|かんげい|welcome, greet|温かい歓迎を受けました。<br><br>日本に来てくれたらいつでも歓迎します。
開発|かいはつ|development|その会社は社員の能力開発に力を入れています。<br><br>私のチームは今、新しいゲームを開発しています。
郵便屋さん|ゆうびんやさん|mail carrier|郵便屋さんはもう来ましたか。<br><br>郵便屋さんが母からの荷物を届けてくれました。
会長|かいちょう|president, chairperson|始めに会長が挨拶した。<br><br>父は弟の学校のPTAの会長です。
金|きん|gold|彼女は金のネックレスをしています。<br><br>このカップは金でできています。
灰|はい|ashes|火事ですべて灰になった。<br><br>人は死んだら灰になる。
骨|ほね|bone|彼は足の骨を折りました。<br><br>牛乳をたくさん飲むので、私は骨が丈夫です。
風呂屋|ふろや|bathhouse, public bath|昨日、友達とお風呂屋さんに行った。<br><br>お風呂屋さんは広くて気持ちいいです。
細か|こまか|small, fine, detailed|それは細かな問題です。<br><br>彼女は細かな気づかいができる人です。
行き|ゆき|going, bound for (traditional reading)|東京行きの列車に乗った。<br><br>その電車は新大阪行きです。
人々|ひとびと|people|あの村の人々はとても親切です。<br><br>私は人々の役に立ちたいと思っています。
寺|てら|temple|あそこに古いお寺があります。<br><br>京都にはお寺が多い。
鶏|にわとり|rooster, hen|その鶏は毎朝鳴きます。<br><br>鶏が卵を生みました。
港|みなと|port, harbor|港に船が着きました。<br><br>世界最大の港は中国にあります。
移る|うつる|move to, transfer to|彼女は新しい会社に移った。<br><br>彼はホテルからシェアハウスに移りました。
異なる|ことなる|differ|彼と私はいつも意見が異なる。<br><br>商品を住所と異なる場所で受け取ることもできます。
提供|ていきょう|offer, provide|彼がパーティー会場を提供してくれました。<br><br>もうすぐこのサービスの提供が中止される。
市民|しみん|citizen|市民の安全は大切だ。<br><br>彼女はアメリカ市民になりました。
患者|かんじゃ|patient|患者は眠っています。<br><br>この病院は患者さんにとても親切です。
元旦|がんたん|morning of the January 1st, New Year's Day|元旦に彼から年賀状がきた。<br><br>元旦に家族で神社に行きました。
柔らかい|やわらかい|soft, gentle|柔らかい日差しが気持ちいいね。<br><br>布団がとても柔らかい。
似合う|にあう|suit, match well|彼女は着物がよく似合います。<br><br>彼女はスカートよりパンツが似合うね。
確かめる|たしかめる|check, confirm|母はお釣りを確かめたの。<br><br>レシートで買い物の金額を確かめたよ。
背中|せなか|(one's) back|背中がかゆい。<br><br>背中に痛みがあります。
肌|はだ|human skin, surface|彼女は肌がとても白いですね。<br><br>あまり肌を焼かない方がいいですよ。
順番|じゅんばん|order, turn|これを順番通りに並べ替えてください。<br><br>順番を守ってください。私が先です。
まとも|まとも|sane, reasonable|彼の考え方はまともではない。<br><br>彼はまともな人には見えません。
ぴったり|ぴったり|exactly right, perfect|この服はあなたにぴったりですね。<br><br>母にぴったりのプレゼントを見つけました。
思わず|おもわず|unintentionally, unconsciously, spontaneously|嬉しくて思わず涙が出ました。<br><br>驚いて思わず声が出てしまいました。
より|より|even more ~, even less ~|これから、より一層努力します。<br><br>空港へのアクセスがより便利になりました。
もったいない|もったいない|wasteful, a shame|食べ物を残してはもったいないわよ。<br><br>その服、捨てるなんてもったいない。
情報|じょうほう|information|学生たちはインターネットでいろいろな情報を集めた。<br><br>インターネットでマネー情報をチェックしたよ。
諦める|あきらめる|abandon, give up|彼は留学の夢を諦めていないよ。<br><br>野球選手になるのはもう諦めました。
懐かしい|なつかしい|fondly-remembered, long-forgotten|ここは私にとって懐かしい場所です。<br><br>日本にいた時が懐かしいです。
怪しい|あやしい|suspicious, dubious|その男の行動は怪しかったわ。<br><br>公園に怪しい人がいます。
示す|しめす|show, indicate|あのプレゼンテーションは彼女の能力が高いことを示していた。<br><br>その事件は、この地域が安全ではないことを示しています。
たっぷり|たっぷり|fully, amply|たっぷりとマッサージしてもらいました。<br><br>お鍋にたっぷりお湯を入れてください。
早速|さっそく|immediately, right away|では早速書類をお送りします。<br><br>新しいお店に早速行ってきました。
偶然|ぐうぜん|by chance, coincidence|街で偶然友人に会いました。<br><br>私たち、誕生日が同じだなんて偶然ですね。
続き|つづき|continuation, sequel|話の続きは電話でしましょう。<br><br>続きは来週やりましょう。
合計|ごうけい|sum, total|合計金額を計算してください。<br><br>合計で5,400円になります。
傷|きず|wound, scar|足の傷が痛みます。<br><br>この傷はなかなか治りません。
面倒|めんどう|troublesome, difficult|会社で面倒なことが起こったの。<br><br>ここからまた会社に戻るのは面倒です。
具合|ぐあい|condition, health|今日は体の具合が悪いです。<br><br>今日は具合はどうですか。
中止|ちゅうし|suspension, cancellation|雨で運動会が中止になったの。<br><br>なお、雨の場合は中止です。
手続き|てつづき|procedure, proceeding|入国手続きが終わりました。<br><br>引っ越しをすると、いろいろ手続きが必要です。
結果|けっか|result, outcome|試合の結果を早く知りたい。<br><br>これまでで最高の結果が出たよ。
建設|けんせつ|construction|新しいビルの建設が始まった。<br><br>近所の人たちはマンションの建設に反対しています。
販売|はんばい|sale, selling|前売券は窓口で販売しています。<br><br>その商品は販売中止になりました。
